"ReferenceID","LegalName","ReportingYear","FilingType","FilingStatus","MarketType","ProductName","ProposedRateIncrease","FinalRateIncrease","MemberAffected","DateEffective"
"WNHA-128736677","Western Health Advantage",2012,"Rate Filing","Completed","Small Group","Small Group","8.1","8.1","27,457","01/01/2013"
"AWLP-128720453","Blue Cross of California",2012,"Rate Filing","Completed","Individual","Jan 2013 Association - Policy Forms 5934 etc_DMHC","-2.1","-2.1","4,418","01/01/2013"
"AETN-128693505","Aetna Health of California Inc.",2012,"Rate Filing","Unreasonable Rate Increase (Modified)","Small Group","Aetna SG AHI-CA 01012013","12.8","11.4","75,819","01/01/2013"
"AWLP-128715851","Blue Cross of California",2012,"Rate Filing","Completed","Individual","Jan 2013 Association Policy Forms OB7P etc","8.0","8.0","413","01/01/2013"
"SHHP-128752120","Sharp Health Plan",2012,"Rate Filing","Completed","Small Group","California Choice Rates Effective 1.1.2013","4.0","4.0","1680","01/01/2013"
"MISF-128751336","County of Ventura",2012,"Rate Filing","Completed","Small Group","Ventura County Health Care Plan Small Group Clinic Employees","4.0","4.0","500","01/01/2013"
"KHPI-128729014","Kaiser Foundation Health Plan, Inc.",2012,"Rate Filing","Completed","Small Group","KFHP Small Group HMO ","6.3","6.3","407430","01/01/2013"
"KHPI-128728951","Kaiser Foundation Health Plan, Inc.",2012,"Rate Filing","Completed","Individual","KFHP Individual HMO Plans","9.0","9.0","220422","01/01/2013"
"MISF-128748635","County of Ventura",2012,"Rate Filing","Completed","Individual","Ventura County Health Care Plan Individual Doctors and Nurses","4.0","4.0","624","01/01/2013"
"GEHP-128751609","GEMCare Health Plan, Inc.",2012,"Rate Filing","Completed","Small Group","PC by GHP Small Group","5.0","5.0","14","01/01/2013"
"SHHP-128752087","Sharp Health Plan",2012,"Rate Filing","Completed","Small Group","Small Group Rates Effective 1.1.2013","6.5","6.5","5014","01/01/2013"
"GEHP-128749999","GEMCare Health Plan, Inc.",2012,"Rate Filing","Completed","Small Group","GHP Small Group HMO","5.0","5.0","2158","01/01/2013"
"KHPI-128728977","Kaiser Foundation Health Plan, Inc.",2012,"Rate Filing","Completed","Small Group","KFHP Small Group POS ","8.0","8.0","383","01/01/2013"
"HNLH-128753877","Health Net of California, Inc.",2012,"Rate Filing","Completed","Small Group","Cal Choice Rates Eff. 1/1/13","7.1","7.1","21993","01/01/2013"
"AWLP-128773104","Blue Cross of California",2012,"Rate Filing","Not Unreasonable (Modified)","Individual","ABC Non-Grandfathered Plans","14.6","12.1","7,724","02/01/2013"
"AWLP-128772955","Blue Cross of California",2012,"Rate Filing","Not Unreasonable (Modified)","Individual","ABC Grandfathered Plans","15.0","12.5","85,834","02/01/2013"
"BCCA-128784554","California Physicians' Service",2012,"Rate Filing","Unreasonable Rate Increase that is Unjustified","Individual","Access+ HMO/Access+ Value HMO(NGF);Shield Spectrum PPO:500,750,1500,2000 (GF),Shield Spectrum PPO 5500(NGF),PPO Savings 2400(GF);Shield Secure Plus:2000,4000,6000,Shield Secure Plans;Shield Wise Plans;Shield Saver Plans;Idividual HMO(closed block),Preferred PPO(closed block)","11.8","11.8","27,283","03/01/2013"
"20110215","Sharp Health Plan",2011,"Rate Filing","Completed","Small Group","HMO","14.70","14.70","5540","04/01/2011"
"HNLH-127062271","Health Net of California, Inc.",2011,"Rate Filing","Not Unreasonable (Modified)","Small Group","Health Net of California, Inc. SBG","12.3","9.6","180,478","05/01/2011"
"UHLC-127104076","UHC of California",2011,"Rate Filing","Completed","Small Group","UHG CA HMO 201108 - 20110329","5.2","5.2","38871","08/01/2011"
"20110652","California Physicians' Service",2011,"Rate Filing","Completed","Individual","HMO PPO","37.5","37.5","70,833","01/01/2011"
"BCCA-127142187","California Physicians' Service",2011,"Rate Filing","Completed","Small Group","Small Group Rates Effective July 1, 2011","10.0","10.0","261072","07/01/2011"
"KHPI-127146900","Kaiser Foundation Health Plan, Inc.",2011,"Rate Filing","Not Unreasonable (Modified)","Small Group","SBU HMO Rates July 2011","10.7","9.5","695,634","07/01/2011"
"AETN-127127451","Aetna Health of California Inc.",2011,"Rate Filing","Completed","Small Group","Aetna SG AHI-CA 070111","12.7","12.7","69123","07/01/2011"
